EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1108871,ELMORE CO.,(MUO)MOUNTAIN HOME A,06/06/2023,1725,Thunderstorm Wind,51.00, ,0,0,0,0,ID,MST-7,MG,181430,C,39,BOI,0,0,Mesonet, , , ,8,WNW,8,WNW,(MUO)MOUNTAIN HOME A,06/06/2023,1925,43.11,-116,43.11,-116,"The mesonet station, TS962, 7 miles west northwest of Mountain Home Air Force Base.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",16
1106507,OWYHEE CO.,GRANDVIEW,06/06/2023,1800,Thunderstorm Wind,54.00, ,0,0,0,0,ID,MST-7,MG,181430,C,73,BOI,0,0,Mesonet, , , ,5,SSE,5,SSE,GRANDVIEW,06/06/2023,1900,42.91,-116.06,42.91,-116.06,"The mesonet station, GDVI, 5.2 miles southeast of Grandview, ID measured a wind gust of 54 knots.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",17
1106509,ELMORE CO.,(MUO)MOUNTAIN HOME A,06/06/2023,1810,Thunderstorm Wind,52.00, ,0,0,0,0,ID,MST-7,MG,181430,C,39,BOI,0,0,AWOS, , , ,1,S,1,S,(MUO)MOUNTAIN HOME A,06/06/2023,1910,43.03,-115.87,43.03,-115.87,"The AWOS station at Mountain Home Air Force Base measured 52 knots of wind.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",18
1106514,ELMORE CO.,(MUO)MOUNTAIN HOME A,06/06/2023,1825,Thunderstorm Wind,51.00, ,0,0,0,0,ID,MST-7,MG,181430,C,39,BOI,0,0,Mesonet, , , ,8,WNW,8,WNW,(MUO)MOUNTAIN HOME A,06/06/2023,1925,43.11,-116,43.11,-116,"The mesonet station, TS962, 7 miles west northwest of Mountain Home Air Force Base measured 51 knots of wind.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",19
1108868,ADA CO.,BOISE,06/06/2023,1900,Flash Flood, , ,0,0,1000000,1000000,ID,MST-7, ,181430,C,1,BOI,0,0,Emergency Manager,Heavy Rain, , ,2,SE,1,ESE,BOISE,06/06/2023,2100,43.6,-116.2,43.6113,-116.1978,"Thunderstorms produced heavy rain across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotter, and emergency manager reports indicated localized flooding.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",20
1106512,ADA CO.,BOISE HILLS VLG,06/07/2023,1525,Thunderstorm Wind,52.00, ,0,0,0,0,ID,MST-7,EG,181430,C,1,BOI,0,0,Public, , , ,1,S,1,S,BOISE HILLS VLG,06/07/2023,1625,43.61,-116.18,43.61,-116.18,"There were numerous reports of tree damage with large branches down on social media.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",21
1108874,ADA CO.,BOISE,06/07/2023,1525,Thunderstorm Wind,50.00, ,0,0,0,0,ID,MST-7,MG,181430,C,1,BOI,0,0,NWS Employee, , , ,1,S,1,S,BOISE,06/07/2023,1625,43.6,-116.22,43.6,-116.22,"An NWS employee measured a wind gust of 50 knots in downtown Boise.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",22
1106516,ADA CO.,BOISE,06/07/2023,1525,Thunderstorm Wind,50.00, ,0,0,0,0,ID,MST-7,MG,181430,C,1,BOI,0,0,NWS Employee, , , ,1,S,1,S,BOISE,06/07/2023,1625,43.6,-116.22,43.6,-116.22,"An NWS employee reported 50 knots of wind in southeast Boise.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",23
1108875,ADA CO.,BOISE HILLS VLG,06/07/2023,1528,Thunderstorm Wind,50.00, ,0,0,0,0,ID,MST-7,MG,181430,C,1,BOI,0,0,Mesonet, , , ,1,E,1,E,BOISE HILLS VLG,06/07/2023,1628,43.63,-116.17,43.63,-116.17,"The mesonet station, TT289, on Crestline Trail measured 50 knots of wind.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",24
1106517,ADA CO.,BOISE HILLS VLG,06/07/2023,1528,Thunderstorm Wind,50.00, ,0,0,0,0,ID,MST-7,MG,181430,C,1,BOI,0,0,Mesonet, , , ,1,E,1,E,BOISE HILLS VLG,06/07/2023,1628,43.63,-116.17,43.63,-116.17,"The mesonet station, TT289, on Crestline Trail, measured 50 knots of wind.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",25
1106511,ADA CO.,BOISE,06/07/2023,1543,Thunderstorm Wind,52.00, ,0,0,0,0,ID,MST-7,EG,181430,C,1,BOI,0,0,NWS Employee, , , ,1,S,1,S,BOISE,06/07/2023,1643,43.6,-116.22,43.6,-116.22,"A tree fell on Park Center Boulevard and Highland Street, which blocked several lanes.","Thunderstorms developed across southwest Idaho early Tuesday evening and produced |heavy rain and strong winds across portions of the Lower Treasure Valley, including the city of Boise. Social media, weather spotters, and emergency manager reports indicated flooding of many streets in downtown Boise and the North-End Boise area. Water overwhelmed  storm water drainages and flowed onto sidewalks and lawns. Water up to two feet deep left several vehicles stranded in the downtown area. The Connector, a major commuter route to downtown Boise was flooded, as were some apartments, and several buildings on the Boise State University campus. Rainfall rates over one inch an hour occurred with localized  rainfall totals up to 1.85 inches between 6 PM and 10 PM MDT. ||Blowing dust reducing visibility and high winds formed with a strong outflow boundary near the Nevada border around 5pm MDT. Wind damage was reported from Grandview, ID to downtown Meridian, ID.",26
1116318,KOOTENAI CO.,DUDLEY,06/08/2023,1415,Hail,1.00, ,0,0,50000,0,ID,PST-8, ,182728,C,55,OTX,0,0,Public, , , ,3,N,4,N,ROSE LAKE,06/08/2023,1425,47.58,-116.44,47.59,-116.49,"Two reports of one inch hail from a thunderstorm in the area. The storm also caused ponding on roadways and widespread minor damage. The damage included tree limbs and downed power lines. It also damaged docks and boats along Lake Coeur D'Alene. An estimated 1700 customers lost power. Max wind gusts recorded was 39 MPH in Coeur D'Alene.","Widespread thunderstorm activity across North Idaho. It brought several reports of damage, power outages, and large hail. It briefly generated a funnel cloud in the North of Hayden Idaho.",27
1116320,KOOTENAI CO.,RAMSEY,06/08/2023,1445,Funnel Cloud, , ,0,0,0,0,ID,PST-8, ,182728,C,55,OTX,0,0,Public, , , ,3,SE,2,NNW,POST FALLS,06/08/2023,1500,47.82,-116.79,47.75,-116.96,"Two observer reported seeing a funnel cloud. The first was North of Hayden. 15 minutes later another report was submitted Northwest of Post Falls. There was no damage reported.","Widespread thunderstorm activity across North Idaho. It brought several reports of damage, power outages, and large hail. It briefly generated a funnel cloud in the North of Hayden Idaho.",28
1116314,BONNER CO.,NORDMAN,06/08/2023,1520,Thunderstorm Wind,22.00, ,0,0,3000,0,ID,PST-8,EG,182728,C,17,OTX,0,0,Public, , , ,4,ESE,4,ESE,NORDMAN,06/08/2023,1530,48.61,-116.86,48.61,-116.86,"Kalispell Boat Launch and boat at Priest Lake damaged and dislodged from strong wind gusts.","Widespread thunderstorm activity across North Idaho. It brought several reports of damage, power outages, and large hail. It briefly generated a funnel cloud in the North of Hayden Idaho.",29
1114669,CLARK CO.,DUBOIS,06/08/2023,1530,Funnel Cloud, , ,0,0,0,0,ID,MST-7, ,182742,C,33,PIH,0,0,Public, , , ,0,N,0,N,DUBOIS,06/08/2023,1540,44.17,-112.23,44.17,-112.23,"Funnel cloud photographed in Dubois.","Severe thunderstorm winds and funnel clouds occurred on the 8th.",30
1114677,BUTTE CO.,ARCO,06/08/2023,1600,Thunderstorm Wind,51.00, ,0,0,0,0,ID,MST-7,MG,182742,C,23,PIH,0,0,Mesonet, , , ,18,ESE,18,ESE,ARCO,06/08/2023,1610,43.5303,-112.9678,43.5303,-112.9678,"A 59 mph thunderstorm outflow wind measured at INL Specific Manufacturing site.","Severe thunderstorm winds and funnel clouds occurred on the 8th.",31
1106551,OWYHEE CO.,REYNOLDS,06/09/2023,900,Heavy Rain, , ,0,0,0,0,ID,MST-7, ,181730,C,73,BOI,0,0,Mesonet, , , ,9,NW,9,NW,REYNOLDS,06/09/2023,1000,43.29,-116.85,43.29,-116.85,"The mesonet station, RYCI1, 7.6 miles northwest of Reynolds, ID measured 0.50 inches of heavy rain.","An upper level low brought significant wraparound precipitation and isolated supercells to the region. Extremely heavy rainfall was reported with these sets of storms.",32
1116178,NEZ PERCE CO.,EAST LEWISTON,06/09/2023,1250,Flash Flood, , ,0,0,1000000,0,ID,PST-8, ,182731,C,69,OTX,0,0,Fire Department/Rescue,Heavy Rain, , ,1,SSW,2,S,EAST LEWISTON,06/09/2023,1355,46.4126,-117.0225,46.3973,-117.0226,"Flash flooding impacted several streets and avenues of Lewiston. It stalled vehicles and caused debris build up in the area. A local emergency was declared from damages sustained during the event. Half an inch of rain fell in 15 minutes from 1330LST to 1345LST.","A slow moving thunderstorm moved over the Lewiston Idaho area and caused flash flooding. The KLWS ASOS recorded 0.68 inches of rain from 1250LST to 1356LST. Strong winds also knocked down several trees in Latah County.",33
1116193,NEZ PERCE CO.,EAST LEWISTON,06/09/2023,1322,Thunderstorm Wind,30.00, ,0,0,1000,0,ID,PST-8,MG,182731,C,69,OTX,0,0,Utility Company, , , ,1,SW,1,SW,EAST LEWISTON,06/09/2023,1327,46.4099,-117.0326,46.4099,-117.0326,"Thunderstorm winds knocked down power lines and blew transformers. The report was along Snake River Avenue.","A slow moving thunderstorm moved over the Lewiston Idaho area and caused flash flooding. The KLWS ASOS recorded 0.68 inches of rain from 1250LST to 1356LST. Strong winds also knocked down several trees in Latah County.",34
1116222,LATAH CO.,HARVARD,06/09/2023,1400,Thunderstorm Wind,26.00, ,0,9,150000,0,ID,PST-8,EG,182731,C,57,OTX,0,0,Law Enforcement, , , ,0,WSW,2,NE,HARVARD,06/09/2023,1515,46.9184,-116.7264,46.94,-116.7,"Latah county dispatch reported numerous large trees down at Pines RV Park. Several vehicles and RVs were damaged by fallen trees. Nine people suffered minor injures.","A slow moving thunderstorm moved over the Lewiston Idaho area and caused flash flooding. The KLWS ASOS recorded 0.68 inches of rain from 1250LST to 1356LST. Strong winds also knocked down several trees in Latah County.",35
