EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1115886,PALM BEACH CO.,SEMINOLE MANOR,06/03/2023,1300,Hail,1.00, ,0,0,0,0,FL,EST-5, ,182840,C,99,MFL,0,0,Public, , , ,1,N,1,N,SEMINOLE MANOR,06/03/2023,1300,26.6084,-80.0716,26.6084,-80.0716,"Nickel to quarter sized hail was reported along Wright Drive just west of I-95 in Lake |Worth.","A deep flow of tropical moisture continued over South Florida associated with Tropical Storm Arlene over the NE Gulf of Mexico. This along with instability aided by a jet stream aloft led to the formation of strong and severe thunderstorms across SE Florida.",11
1115887,PALM BEACH CO.,OCEAN RIDGE,06/03/2023,1325,Hail,1.00, ,0,0,0,0,FL,EST-5, ,182840,C,99,MFL,0,0,Public, , , ,3,W,3,W,OCEAN RIDGE,06/03/2023,1325,26.5131,-80.0902,26.5131,-80.0902,"Quarter sized hail was reported at the intersection of Congress Blvd and Woolbright |Rd, along with widespread street flooding in the area.","A deep flow of tropical moisture continued over South Florida associated with Tropical Storm Arlene over the NE Gulf of Mexico. This along with instability aided by a jet stream aloft led to the formation of strong and severe thunderstorms across SE Florida.",12
1115897,PALM BEACH CO.,OCEAN RIDGE,06/03/2023,1400,Flood, , ,0,0,0,0,FL,EST-5, ,182840,C,99,MFL,0,0,Broadcast Media,Heavy Rain, , ,4,W,3,W,OCEAN RIDGE,06/03/2023,1630,26.5134,-80.1079,26.5144,-80.1009,"TV meteorologist shared video of a flooded street with water halfway up car tires in the Boynton Beach area. A stalled car was also captured on the video as well. Time estimation based off radar was around 3pm.","A deep flow of tropical moisture continued over South Florida associated with Tropical Storm Arlene over the NE Gulf of Mexico. This along with instability aided by a jet stream aloft led to the formation of strong and severe thunderstorms across SE Florida.",13
1111097,WAKULLA CO.,SMITH CREEK,06/04/2023,1515,Thunderstorm Wind,50.00, ,0,0,0,0,FL,EST-5,EG,181171,C,129,TAE,0,0,911 Call Center, , , ,7,ESE,7,ESE,SMITH CREEK,06/04/2023,1515,30.16,-84.54,30.16,-84.54,"Several trees were blown down in Wakulla county.","Scattered thunderstorms developed across the area with a few storms producing wind damage across Jefferson and Wakulla counties.",14
1111098,WAKULLA CO.,SOPCHOPPY,06/04/2023,1530,Thunderstorm Wind,50.00, ,0,0,2000,0,FL,EST-5,EG,181171,C,129,TAE,0,0,Utility Company, , , ,4,NW,4,NW,SOPCHOPPY,06/04/2023,1530,30.1,-84.52,30.1,-84.52,"Fallen trees or limbs resulted in a power outage north of Sopchoppy.","Scattered thunderstorms developed across the area with a few storms producing wind damage across Jefferson and Wakulla counties.",15
1111099,JEFFERSON CO.,WAUKEENAH,06/04/2023,1615,Thunderstorm Wind,50.00, ,0,0,2000,0,FL,EST-5,EG,181171,C,65,TAE,0,0,Utility Company, , , ,1,W,1,W,WAUKEENAH,06/04/2023,1615,30.41,-83.96,30.41,-83.96,"Fallen trees or limbs resulted in a power outage.","Scattered thunderstorms developed across the area with a few storms producing wind damage across Jefferson and Wakulla counties.",16
1092650,PASCO CO.,WORTHINGTON GARDENS,06/04/2023,1650,Thunderstorm Wind,56.00, ,0,0,0,0,FL,EST-5,MG,179410,C,101,TBW,0,0,Mesonet, , , ,3,E,3,E,WORTHINGTON GARDENS,06/04/2023,1650,28.18,-82.35,28.18,-82.35,"WeatherSTEM site 1672W Pasco Wesley Chapel South reported a 64 mph wind gust.","Afternoon sea breeze thunderstorms south of a weak cold front across the northern peninsula produced severe hail in near New Tampa in Hillsborough County and a severe wind gust near Wesley Chapel in Pasco County.",17
1092649,HILLSBOROUGH CO.,BRANCHTON,06/04/2023,1655,Hail,1.00, ,0,0,0,0,FL,EST-5, ,179410,C,57,TBW,0,0,Public, , , ,2,WNW,2,WNW,BRANCHTON,06/04/2023,1655,28.14,-82.31,28.14,-82.31,"Quarter size hail reported by public northeast of New Tampa.","Afternoon sea breeze thunderstorms south of a weak cold front across the northern peninsula produced severe hail in near New Tampa in Hillsborough County and a severe wind gust near Wesley Chapel in Pasco County.",18
1099039,COASTAL NASSAU (ZONE), ,06/04/2023,2130,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,180436,Z,124,JAX,0,0,Other Federal Agency, , , , , , , , ,06/04/2023,2130, , , , ,"The NOS tide gauge at Fernandina Beach measured a peak water level of 2.68 ft above normally dry ground (MHHW datum). Moderate flooding begins at 2.5 ft at this station.","Strengthening surface high pressure wedging down the lee of the |Appalachians today will shift a frontal zone NE to SW across the |local area through the day. Showers with isolated thunderstorms |will increase in coverage from the coast through midday, with a |surge of NE winds translating N to S down the local Atlantic coast|and expanding inland through the afternoon hours. Sustained |speeds of 15-25 mph are expected generally east of the St. Johns |River basin and I-95 corridor in SE GA with gusts near 35 mph into|the early evening.",19
1099040,COASTAL ST. JOHNS (ZONE), ,06/04/2023,2230,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,180436,Z,133,JAX,0,0,Fire Department/Rescue, , , , , , , , ,06/04/2023,2230, , , , ,"Coastal flooding impacted the St. Augustine area near Lincolnville. About 6 inches to 1 ft of water inundation was observed in the streets. Pictures of flooding showed water depth up to the base of some vehicles. The time of flooding was based on the time of high tide at the city dock.","Strengthening surface high pressure wedging down the lee of the |Appalachians today will shift a frontal zone NE to SW across the |local area through the day. Showers with isolated thunderstorms |will increase in coverage from the coast through midday, with a |surge of NE winds translating N to S down the local Atlantic coast|and expanding inland through the afternoon hours. Sustained |speeds of 15-25 mph are expected generally east of the St. Johns |River basin and I-95 corridor in SE GA with gusts near 35 mph into|the early evening.",20
1099041,COASTAL ST. JOHNS (ZONE), ,06/04/2023,2252,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,180436,Z,133,JAX,0,0,NWS Employee, , , , , , , , ,06/04/2023,2252, , , , ,"About 1 ft of coastal flood water was across portions of the Lewis Speedway near State Road 16.","Strengthening surface high pressure wedging down the lee of the |Appalachians today will shift a frontal zone NE to SW across the |local area through the day. Showers with isolated thunderstorms |will increase in coverage from the coast through midday, with a |surge of NE winds translating N to S down the local Atlantic coast|and expanding inland through the afternoon hours. Sustained |speeds of 15-25 mph are expected generally east of the St. Johns |River basin and I-95 corridor in SE GA with gusts near 35 mph into|the early evening.",21
1099042,COASTAL ST. JOHNS (ZONE), ,06/04/2023,2252,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,180436,Z,133,JAX,0,0,NWS Employee, , , , , , , , ,06/04/2023,2252, , , , ,"About 1 ft of coastal flood water was across portions of the Lewis Speedway near State Road 16.","Strengthening surface high pressure wedging down the lee of the |Appalachians today will shift a frontal zone NE to SW across the |local area through the day. Showers with isolated thunderstorms |will increase in coverage from the coast through midday, with a |surge of NE winds translating N to S down the local Atlantic coast|and expanding inland through the afternoon hours. Sustained |speeds of 15-25 mph are expected generally east of the St. Johns |River basin and I-95 corridor in SE GA with gusts near 35 mph into|the early evening.",22
1116324,MIAMI-DADE CO.,MIAMI,06/06/2023,746,Flood, , ,0,0,0,0,FL,EST-5, ,181799,C,86,MFL,0,0,Social Media,Heavy Rain, , ,0,SE,0,SE,MIAMI,06/06/2023,946,25.7675,-80.1979,25.7669,-80.1977,"Video posted on social media showed street flooding at the intersection of SW 7th St             and SW 2nd Ave in Miami due to heavy downpours from a strong thunderstorm. The             roadway is covered in an estimated 6 inches of water up to curb level. Nearby rainfall observations indicated between 2 and 3 inches of rain in a 2-hour period.","As a weak high pressure set up over the western Atlantic Ocean, there was a shift to a low level east-southeasterly flow. This resulted in scattered morning showers and storms near the southeastern Florida coast. Gusty winds and locally heavy rains were the two main hazards.",23
1099045,COASTAL DUVAL (ZONE), ,06/06/2023,1900,Rip Current, , ,1,0,0,0,FL,EST-5, ,180437,Z,125,JAX,0,0,Broadcast Media, , , , , , , , ,06/06/2023,1900, , , , ,"A 19 year old male visiting the beach attempted to rescue 2 persons around 8 pm from the water. The male began to struggle in the surf due to rip currents. There were no lifeguards on duty. Surf was reported around 2-4 ft. A moderate rip current risk was headlined in NWS Jacksonville products.","Strong onshore flow for a couple of days continued a high-end moderate rip current risk at local area beaches.",24
1099046,FLAGLER CO.,PALM HARBOR,06/07/2023,1520,Hail,0.88, ,0,0,0,0,FL,EST-5, ,180438,C,35,JAX,0,0,Emergency Manager, , , ,1,ENE,1,ENE,PALM HARBOR,06/07/2023,1520,29.59,-81.2,29.59,-81.2,"Nickel size hail was observed just NE of Palm Coast.","A dominant west coast sea breeze regime triggered scattered thunderstorms during the afternoon, with strong to pulse severe storms developing toward the Atlantic coast where boundaries merged. Steep low level lapse rates and high CAPE supported hail and strong wind gusts in stronger cells.",25
1093339,BREVARD CO.,CAPE CANAVRAL MISL S,06/07/2023,1559,Thunderstorm Wind,53.00, ,0,0,0,0,FL,EST-5,MG,179568,C,9,MLB,0,0,ASOS, , , ,1,WSW,1,WSW,CAPE CANAVRAL MISL S,06/07/2023,1559,28.47,-80.57,28.47,-80.57,"The Cape Canaveral Space Force Station Skid Strip KXMR ASOS measured a 53 knot wind gust from the west-northwest.","Severe thunderstorms moving offshore produced severe wind gusts near Cape Canaveral and in Lake County and a tornado in South Patrick Shores.",26
1093341,BREVARD CO.,(COF)PATRICK AFB,06/07/2023,1619,Tornado, ,EF1,0,0,0,0,FL,EST-5, ,179568,C,9,MLB,0,0,NWS Storm Survey, ,1,300,2,SSW,2,S,(COF)PATRICK AFB,06/07/2023,1624,28.2055,-80.6073,28.2086,-80.596,"A National Weather Service Melbourne damage survey confirms that an EF-1 tornado impacted the South Patrick Shores community just south of Patrick Space Force Base. The tornado touched down initially in the Lighthouse Landing subdivision near the intersection of Lighthouse Landing St. and South Patrick Dr. The circulation continued on an east-northeast trajectory across the South Patrick Shores community before emerging into the Atlantic near Ocean Blvd. and SR A1A. The tornado was on the ground for approximately 1.0 mile, had a maximum width of approximately 300 yards, and peak winds estimated between 90-100 mph.||Brevard County Emergency Management conducted a damage assessment and noted numerous homes were affected with at least some damage, 25 homes with minor damage, and 10 with major damage. NWS meteorologists documented impacts on both the north and south sides of the tornadic circulation in an area bounded by SE 1st St. to the south and NE 2nd St. to the north. Numerous homes in this area experienced at least partial losses of their carports and awnings. Additionally, several homes lost portions of their roof, a few trees were uprooted, and between 6-10 power poles were snapped in this area.","Severe thunderstorms moving offshore produced severe wind gusts near Cape Canaveral and in Lake County and a tornado in South Patrick Shores.",27
1093340,LAKE CO.,LEESBURG MUNI ARPT,06/07/2023,1627,Thunderstorm Wind,50.00, ,0,0,0,0,FL,EST-5,MG,179568,C,69,MLB,0,0,ASOS, , , ,1,E,1,E,LEESBURG MUNI ARPT,06/07/2023,1627,28.82,-81.81,28.82,-81.81,"The Leesburg International Airport ASOS measured a 50 knot wind gust from the southwest.","Severe thunderstorms moving offshore produced severe wind gusts near Cape Canaveral and in Lake County and a tornado in South Patrick Shores.",28
1107169,MIAMI-DADE CO.,MEDLEY,06/08/2023,1515,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,181801,C,86,MFL,0,0,NWS Employee, , , ,1,W,1,W,MEDLEY,06/08/2023,1520,25.83,-80.33,25.83,-80.33,"NWS employee reported a funnel cloud with a passing severe thunderstorm over the Doral area.","A stationary frontal system positioned over the southeastern United States led to plentiful moisture and instability which resulted in conditions for numerous showers and thunderstorms throughout the day across southern Florida.",29
1116497,MIAMI-DADE CO.,MIAMI,06/08/2023,1600,Flood, , ,0,0,0,0,FL,EST-5, ,181801,C,86,MFL,0,0,Public,Heavy Rain, , ,1,NNE,1,NNE,MIAMI,06/08/2023,1730,25.7873,-80.1895,25.7865,-80.1896,"Social media video showed minor street flooding near the intersection of Biscayne             Blvd. and NE 13th Street in Downtown Miami. Estimated 6 to 8 inch maximum water level. Rainfall around 2 inches in less than an hour was estimated in that area.","A stationary frontal system positioned over the southeastern United States led to plentiful moisture and instability which resulted in conditions for numerous showers and thunderstorms throughout the day across southern Florida.",30
1111101,BAY CO.,WESTBAY,06/09/2023,1311,Thunderstorm Wind,55.00, ,0,0,0,0,FL,CST-6,MG,181172,C,5,TAE,0,0,ASOS, , , ,5,NE,5,NE,WESTBAY,06/09/2023,1311,30.35,-85.8,30.35,-85.8,"The Panama City airport gusted to 55 knots.","Scattered thunderstorms occurred across the area with a few reports of severe weather.  One brief, EF0 tornado even occurred across rural Franklin county with damage to trees and no structures impacted.",31
1111102,BAY CO.,VICKSBURG,06/09/2023,1323,Thunderstorm Wind,55.00, ,0,0,0,0,FL,CST-6,EG,181172,C,5,TAE,0,0,Public, , , ,4,W,4,W,VICKSBURG,06/09/2023,1323,30.33,-85.72,30.33,-85.72,"High winds along Highway 388 blew heavy objects into a yard.  The KECP airport nearby gusted to 55 knots.","Scattered thunderstorms occurred across the area with a few reports of severe weather.  One brief, EF0 tornado even occurred across rural Franklin county with damage to trees and no structures impacted.",32
1099129,PUTNAM CO.,KENWOOD,06/09/2023,1333,Thunderstorm Wind,40.00, ,0,0,200,0,FL,EST-5,EG,180443,C,107,JAX,0,0,Law Enforcement, , , ,3,WSW,3,WSW,KENWOOD,06/09/2023,1333,29.52,-81.93,29.52,-81.93,"A tree was blown down along South County Road 315. The time of the event was based on radar. The cost of damage was unknown, but it was estimated for inclusion in Storm Data.","A frontal boundary settled southward across SE GA and over NE FL into the afternoon. This boundary interacted with the east coast sea breeze over a moist and unstable airmass to produce isolated strong to pulse severe storms.",33
1112718,FRANKLIN CO.,MCINTYRE,06/09/2023,1414,Tornado, ,EF0,0,0,0,0,FL,EST-5, ,181172,C,37,TAE,0,0,Emergency Manager, ,0.34,50,3,SSE,3,NNW,TURKEY POINT,06/09/2023,1415,29.94,-84.51,29.9386,-84.5045,"A brief EF0 tornado touched down just west of Highway 319 with trees blown down along the highway.  This tornado was confirmed by photos of trees down corresponding to the TDS location on radar.","Scattered thunderstorms occurred across the area with a few reports of severe weather.  One brief, EF0 tornado even occurred across rural Franklin county with damage to trees and no structures impacted.",34
1111103,FRANKLIN CO.,TURKEY POINT,06/09/2023,1415,Thunderstorm Wind,50.00, ,0,0,2000,0,FL,EST-5,EG,181172,C,37,TAE,0,0,Utility Company, , , ,2,NNW,2,NNW,TURKEY POINT,06/09/2023,1415,29.93,-84.5,29.93,-84.5,"Fallen trees and limbs resulted in a power outage.","Scattered thunderstorms occurred across the area with a few reports of severe weather.  One brief, EF0 tornado even occurred across rural Franklin county with damage to trees and no structures impacted.",35
1099131,FLAGLER CO.,FLAGLER BEACH,06/09/2023,1458,Thunderstorm Wind,40.00, ,0,0,500,0,FL,EST-5,EG,180443,C,35,JAX,0,0,Public, , , ,1,SE,1,SE,FLAGLER BEACH,06/09/2023,1458,29.47,-81.12,29.47,-81.12,"A power line was blown down along A1A between South 16th and 18th Streets. The cost of damage was unknown, but it was estimated for inclusion in Storm Data.","A frontal boundary settled southward across SE GA and over NE FL into the afternoon. This boundary interacted with the east coast sea breeze over a moist and unstable airmass to produce isolated strong to pulse severe storms.",36
1099055,CLAY CO.,BELLAIR WEST,06/09/2023,1608,Hail,0.88, ,0,0,0,0,FL,EST-5, ,180443,C,19,JAX,0,0,Amateur Radio, , , ,1,N,1,N,BELLAIR WEST,06/09/2023,1608,30.18,-81.73,30.18,-81.73,"Nickel size hail was observed along Kevin Drive in Orange Park.","A frontal boundary settled southward across SE GA and over NE FL into the afternoon. This boundary interacted with the east coast sea breeze over a moist and unstable airmass to produce isolated strong to pulse severe storms.",37
1099128,CLAY CO.,DOCTORS LAKE,06/09/2023,1646,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,180443,C,19,JAX,0,0,Public, , , ,1,WNW,1,WNW,DOCTORS LAKE,06/09/2023,1646,30.16,-81.77,30.16,-81.77,"A public network mesonet station measured 3.17 inches of daily rainfall.","A frontal boundary settled southward across SE GA and over NE FL into the afternoon. This boundary interacted with the east coast sea breeze over a moist and unstable airmass to produce isolated strong to pulse severe storms.",38
1097136,SUMTER CO.,BAMBOO,06/10/2023,1517,Thunderstorm Wind,35.00, ,0,0,5000,0,FL,EST-5,EG,180083,C,119,TBW,0,0,Emergency Manager, , , ,2,SSE,2,SSE,BAMBOO,06/10/2023,1517,28.8,-81.99,28.8,-81.99,"EM reported wind damage to a manufactured home in Wildwood. Nearby surface observations suggest winds around 40 mph locally at time of occurrence.","Afternoon sea breeze thunderstorms south of a stationary boundary over the panhandle produce wind damage to a home in Wildwood in Sumter County.",39
1099135,MARION CO.,CANDLER,06/10/2023,1530,Thunderstorm Wind,40.00, ,0,0,100,0,FL,EST-5,EG,180455,C,83,JAX,0,0,Trained Spotter, , , ,3,NW,3,NW,CANDLER,06/10/2023,1530,29.1,-82,29.1,-82,"A tree was blown down on private property. The cost of damage was unknown, but it was estimated for inclusion in Storm Data.","Sea breeze pulse strong storms produced localized gusty winds over a moist and unstable airmass.",40
1111423,MADISON CO.,CHERRY LAKE,06/10/2023,1530,Thunderstorm Wind,50.00, ,0,0,0,0,FL,EST-5,EG,181173,C,79,TAE,0,0,Amateur Radio, , , ,2,NNW,2,NNW,CHERRY LAKE,06/10/2023,1530,30.61,-83.44,30.61,-83.44,"A tree was blown down near the intersection of Highway 53 and County Road 253.","The middle part of June was unusually stormy across the area. Numerous rounds of strong to severe storms impacted the region with multiple squall lines that produced severe winds as well as supercells that produced large hail and tornadoes.  Heavy rain also occurred over a multi-day period, which saturated the ground and led to some instances of flash flooding.  ||The synoptic pattern featured well above average 250 mb zonal wind anomalies, which were traceable back to an active subtropical jet stream.  Greater than average instability was also present, in part due to anomalously warm Gulf of Mexico SSTs.  This combination of above average shear from the active subtropical jet and above average instability from the warmer than average SSTs provided a synoptic environment favorable for severe weather as upper level shortwaves moving through the area.  This pattern persisted for many days, leading to an unusually large amount of severe weather.",41
1111424,MADISON CO.,PINETTA,06/10/2023,1550,Thunderstorm Wind,50.00, ,0,0,0,0,FL,EST-5,EG,181173,C,79,TAE,0,0,Amateur Radio, , , ,3,E,3,E,PINETTA,06/10/2023,1550,30.59,-83.3,30.59,-83.3,"A tree was blown down near the intersection of Bellville Road and Oak Hill Road.","The middle part of June was unusually stormy across the area. Numerous rounds of strong to severe storms impacted the region with multiple squall lines that produced severe winds as well as supercells that produced large hail and tornadoes.  Heavy rain also occurred over a multi-day period, which saturated the ground and led to some instances of flash flooding.  ||The synoptic pattern featured well above average 250 mb zonal wind anomalies, which were traceable back to an active subtropical jet stream.  Greater than average instability was also present, in part due to anomalously warm Gulf of Mexico SSTs.  This combination of above average shear from the active subtropical jet and above average instability from the warmer than average SSTs provided a synoptic environment favorable for severe weather as upper level shortwaves moving through the area.  This pattern persisted for many days, leading to an unusually large amount of severe weather.",42
1099143,DUVAL CO.,(NRB)NAS MAYPORT,06/11/2023,1814,Thunderstorm Wind,55.00, ,0,0,0,0,FL,EST-5,MG,180457,C,31,JAX,0,0,AWOS, , , ,0,N,0,N,(NRB)NAS MAYPORT,06/11/2023,1814,30.38,-81.42,30.38,-81.42,"The AWOS at Naval Station Mayport measured a wind gust of 63 mph.","Prevailing SW steering flow brough a more dominant west coast sea breeze inland where it converged with the east coast sea breeze toward the Atlantic coast in the evening and produced strong to pulse severe storms over a moist and unstable airmass. DCAPE were high in the 700-1000 J/kg range.",43
1099142,DUVAL CO.,FT CAROLINE SHRS,06/11/2023,2210,Thunderstorm Wind,43.00, ,0,0,100,0,FL,EST-5,EG,180457,C,31,JAX,0,0,Public, , , ,1,SW,1,SW,FT CAROLINE SHRS,06/11/2023,2210,30.36,-81.48,30.36,-81.48,"A tree snapped on private property. Another image also showed a downburst-like cloud signature over the area. Time estimated from radar. Photos shared from the public of a tree snapped on private property. Another image also shows downburst-like cloud signature over the area. Time estimated from radar.","Prevailing SW steering flow brough a more dominant west coast sea breeze inland where it converged with the east coast sea breeze toward the Atlantic coast in the evening and produced strong to pulse severe storms over a moist and unstable airmass. DCAPE were high in the 700-1000 J/kg range.",44
