EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1098260,EUREKA CO.,TONKIN,06/08/2023,1438,Thunderstorm Wind,61.00, ,0,0,0,0,NV,PST-8,MG,180268,C,11,LKN,0,0,Mesonet, , , ,9,SSW,9,SSW,TONKIN,06/08/2023,1538,39.83,-116.49,39.83,-116.49,"Station (COIN2) Coils Creek, Elevation 6745 feet.","A cluster of storms created gusty winds around the Sothern Lander and Eureka county areas.",11
1136189,WESTERN NEVADA BASIN AND RANGE (ZONE), ,06/08/2023,1447,High Wind,54.00, ,0,0,0,0,NV,PST-8,MG,185313,Z,4,REV,0,0,Mesonet, , , , , , , , ,06/08/2023,1447, , , , ,"Mesonet station (MJBN2 - Majuba) located 21.0 WNW of Imlay, NV, reported a peak wind gust of 62 mph.","A compact upper low shifting eastward out of region leaving a moist and unstable airmass. The anomalous higher PWATS (90-95th percentile) and CAPE favored scattered thunderstorms across the region with heavy rainfall cores capable of flash flooding, gusty and erratic outflow winds, small hail, and lightning.",12
1140124,CARSON CITY (C) CO.,STEWART,06/10/2023,1500,Debris Flow, , ,0,0,10000,0,NV,PST-8, ,185741,C,510,REV,0,0,Law Enforcement,Heavy Rain, , ,1,NNW,1,N,STEWART,06/10/2023,1500,39.1342,-119.7753,39.1336,-119.7715,"The Carson City Sheriff's Office said a debris flow from mud was up to 1 to 2 feet in some areas of the parking lot of the Galaxy Fandango Theaters on S. Curry Street. The Galaxy Fandango Theater was closed so crews could conduct cleanup.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",13
1098271,SOUTHWESTERN ELKO (ZONE), ,06/11/2023,1230,High Wind,36.00, ,0,0,0,0,NV,PST-8,MS,180269,Z,38,LKN,0,0,Mesonet, , , , , , , , ,06/11/2023,1330, , , , ,"Station (DDRIO) Riordan dri, Elevation 6588 feet.","Gusty outflow winds resulted from a cluster of thunderstorms in northern Nevada.",14
1098266,SOUTH-CENTRAL ELKO (ZONE), ,06/11/2023,1306,High Wind,36.00, ,0,0,0,0,NV,PST-8,MS,180269,Z,39,LKN,0,0,Mesonet, , , , , , , , ,06/11/2023,1406, , , , ,"Station (UR002) MOOR upr, Elevation 5686 feet. Sustained winds resulted from a gust front from a line of thunderstorms.","Gusty outflow winds resulted from a cluster of thunderstorms in northern Nevada.",15
1098261,SOUTHWESTERN ELKO (ZONE), ,06/11/2023,1315,High Wind,35.00, ,0,0,0,0,NV,PST-8,MS,180269,Z,38,LKN,0,0,ASOS, , , , , , , , ,06/11/2023,1415, , , , ,"Station (KEKO) Asos Elko Airport, Elevation 5052 feet. Sustained winds resulted from a gust front from a line of thunderstorms.","Gusty outflow winds resulted from a cluster of thunderstorms in northern Nevada.",16
1098264,LANDER CO.,MOSEL,06/11/2023,1427,Thunderstorm Wind,52.00, ,0,0,0,0,NV,PST-8,MG,180269,C,15,LKN,0,0,Mesonet, , , ,2,W,2,W,MOSEL,06/11/2023,1527,40.67,-116.69,40.67,-116.69,"Station (UP991) MOSEL1 upr, Elevation 4582 feet.","Gusty outflow winds resulted from a cluster of thunderstorms in northern Nevada.",17
1140129,MINERAL CO.,HAWTHORNE,06/11/2023,1700,Heavy Rain, , ,0,0,0,0,NV,PST-8, ,185741,C,21,REV,0,0,Trained Spotter, , , ,1,NNE,1,NNW,HAWTHORNE ARPT,06/11/2023,2100,38.5434,-118.6129,38.5634,-118.6371,"At trained spotter located 1.0 mi NNE of Hawthorne, NV, and an AWOS station (KHTH-Hawthorne Industrial Airport) located 1.0 mi NNW of Hawthorne, NV, reported total rainfall amounts of 0.96 inches and 0.74 inches respectively.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",18
1140125,STOREY CO.,VIRGINIA CITY,06/11/2023,1730,Debris Flow, , ,0,0,0,0,NV,PST-8, ,185741,C,29,REV,0,0,County Official,Heavy Rain, , ,3,E,3,ESE,VIRGINIA CITY,06/11/2023,1730,39.32,-119.5939,39.3082,-119.5937,"County officials reported 6 Mile Canyon Road was closed until further notice due to mud, rock and water on the roadway. Storey County Public Works was assessing and clearing drainages and debris along the roadway.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",19
1140126,LYON CO.,DAYTON,06/11/2023,1730,Flash Flood, , ,0,0,0,0,NV,PST-8, ,185741,C,19,REV,0,0,County Official,Heavy Rain, , ,8,NE,7,NE,DAYTON,06/11/2023,1730,39.302,-119.4646,39.3126,-119.4904,"A county official reported flash flooding that caused hazardous road conditions in the Dayton, NV area.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",20
1140127,WASHOE CO.,WASHOE CITY,06/11/2023,2040,Heavy Rain, , ,0,0,0,0,NV,PST-8, ,185741,C,31,REV,0,0,Public, , , ,7,N,7,NW,SPARKS,06/11/2023,2110,39.417,-119.83,39.6216,-119.863,"The public located 5.0 mi NNW of Spanish Springs, NV, a mesonet station (WRUN) located 6.7 mi N of Washoe City, NV,  a mesonet station (CW1177-Reno) located 3.0 mi ESE of Stead, NV, and a mesonet station (DESN2-Desert Springs) located 4.0 mi NW of Spanish Springs, NV, reported total rainfall amounts of 0.7 inches, 0.79 inches, 0.92 inches, and 1.02 inches respectively.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",21
1140128,DOUGLAS CO.,GARDNERVILLE,06/11/2023,2053,Heavy Rain, , ,0,0,0,0,NV,PST-8, ,185741,C,5,REV,0,0,Mesonet, , , ,5,ESE,4,ENE,DRESSLERVILLE,06/11/2023,2053,38.9023,-119.6441,38.9266,-119.6592,"A mesonet station (FISN2-Fish Springs) located 5.0 mi ESE of Gardnerville, NV, reported a total rainfall amount of 0.96 inches.","An upper low that settled over southern NV/UT encouraged the return of greater thunderstorm coverage during this period  with near severe storms bringing heavy rain and flash flood concerns to the region. These strong storm cells also brought along gusty, erratic winds, small hail, and plenty of lightning. Slightly below normal temperatures continued before returning to near normal the middle of upcoming week.",22
1098341,EUREKA CO.,TONKIN,06/13/2023,1538,Thunderstorm Wind,53.00, ,0,0,0,0,NV,PST-8,MG,180283,C,11,LKN,0,0,Mesonet, , , ,9,SSW,9,SSW,TONKIN,06/13/2023,1638,39.83,-116.49,39.83,-116.49,"Station (COIN2) Coils Creek, Elevation 6745 feet.","Scattered showers and thunderstorms across northern and central Nevada caused gusty winds.",23
1099782,CLARK CO.,ARROWHEAD,06/15/2023,1544,Thunderstorm Wind,52.00, ,0,0,0,0,NV,PST-8,MG,180554,C,3,VEF,0,0,Mesonet, , , ,3,E,3,E,ARROWHEAD,06/15/2023,1544,36.6698,-114.5206,36.6698,-114.5206,"","A slow-moving, unseasonable upper low helped trigger isolated thunderstorms over southern Nevada. Two storms produced high winds.",24
1099783,NYE CO.,MERCURY,06/15/2023,1615,Thunderstorm Wind,60.00, ,0,0,0,0,NV,PST-8,MG,180554,C,23,VEF,0,0,Mesonet, , , ,9,NW,9,NW,MERCURY,06/15/2023,1615,36.7701,-116.1047,36.7701,-116.1047,"","A slow-moving, unseasonable upper low helped trigger isolated thunderstorms over southern Nevada. Two storms produced high winds.",25
1111753,LAS VEGAS VALLEY (ZONE), ,06/17/2023,0,Heat, , ,0,0,0,0,NV,PST-8, ,182467,Z,20,VEF,0,1,County Official, , , , , , , , ,06/17/2023,2359, , , , ,"One person died in Las Vegas of heat-related causes.","One person died in Las Vegas of heat-related causes.",26
1140118,GREATER LAKE TAHOE AREA (ZONE), ,06/18/2023,1430,High Wind,82.00, ,0,0,0,0,NV,PST-8,MG,185744,Z,2,REV,0,0,Mesonet, , , , , , , , ,06/18/2023,1430, , , , ,"Mesonet station (Slide-DRI) located 1.0 mi E of Mount Rose Summit, CA, reported maximum wind gusts of 94 mph.","A strong cold front brought strong gusty winds and a modest cooldown through this period. These strong winds also brought periods of choppy-rough lake waters, bumpy turbulent air to aviation concerns, and strong cross winds to high-profiled vehicles traveling on area roadways. Unseasonable freezing morning temperatures returned to Sierra valleys the first half of the upcoming week.",27
1098350,WHITE PINE CO.,BAKER,06/18/2023,2011,Thunderstorm Wind,56.00, ,0,0,0,0,NV,PST-8,MG,180284,C,33,LKN,0,0,RAWS, , , ,8,W,8,W,BAKER,06/18/2023,2111,39.0228,-114.2722,39.0228,-114.2722,"Station (MTHN2) Mather Raws, Elevation 9268 feet.","Showers an thunderstorms across eastern White Pine and Eastern Elko Counties caused gusty winds.",28
1098352,WHITE PINE CO.,BAKER,06/18/2023,2311,Thunderstorm Wind,56.00, ,0,0,0,0,NV,PST-8,MG,180284,C,33,LKN,0,0,RAWS, , , ,8,W,8,W,BAKER,06/19/2023,11,39.0228,-114.2722,39.0228,-114.2722,"Station (MTHN2) Mather Raws, Elevation 9268 feet.","Showers an thunderstorms across eastern White Pine and Eastern Elko Counties caused gusty winds.",29
1099785,WESTERN CLARK/SOUTHERN NYE (ZONE), ,06/19/2023,1142,High Wind,50.00, ,0,0,0,0,NV,PST-8,MG,180556,Z,17,VEF,0,0,ASOS, , , , , , , , ,06/19/2023,1142, , , , ,"This gust occurred at the Mercury-Desert Rock ASOS.","An unseasonably deep trough of low pressure brought isolated high winds to southern Nevada.",30
1098355,ELKO CO.,SHANTY TOWN,06/19/2023,1632,Thunderstorm Wind,53.00, ,0,0,0,0,NV,PST-8,MG,180285,C,7,LKN,0,0,RAWS, , , ,1,E,1,E,SHANTY TOWN,06/19/2023,1732,40.17,-115.49,40.17,-115.49,"Station (RLKN2) Ruby Lake Raws, Elevation 5970 feet.","For a second consecutive day, showers and thunderstorms across eastern Nevada caused gusty outflow winds.",31
1099786,SPRING MOUNTAINS (ZONE), ,06/19/2023,1740,High Wind,73.00, ,0,0,0,0,NV,PST-8,MG,180556,Z,19,VEF,0,0,Mesonet, , , , , , , , ,06/19/2023,1940, , , , ,"These gusts occurred 3 miles NE of Mount Charleston.","An unseasonably deep trough of low pressure brought isolated high winds to southern Nevada.",32
1098359,NORTHWESTERN NYE (ZONE), ,06/23/2023,228,High Wind,50.00, ,0,0,0,0,NV,PST-8,MG,180286,Z,40,LKN,0,0,ASOS, , , , , , , , ,06/23/2023,328, , , , ,"Station (KTPH) Tonopah Airport Asos, Elevation, 5426 feet. Sustained winds were also 40 mph.","An overnight frontal passage of an occluded front caused stong sustained and gusty winds.",33
1111754,LAS VEGAS VALLEY (ZONE), ,06/26/2023,0,Heat, , ,0,0,0,0,NV,PST-8, ,182468,Z,20,VEF,0,1,County Official, , , , , , , , ,06/26/2023,2359, , , , ,"One person died in Las Vegas of heat-related causes.","One person died in Las Vegas of heat-related causes.",34
1111755,LAS VEGAS VALLEY (ZONE), ,06/29/2023,0,Heat, , ,1,0,0,0,NV,PST-8, ,182469,Z,20,VEF,0,0,County Official, , , , , , , , ,06/29/2023,2359, , , , ,"One person died in Las Vegas of heat-related causes.","One person died in Las Vegas of heat-related causes.",35
